"id","type_id","topic_id","text","referencedTopic_id"
21338002,1,21338,"called Archeology from R. P., 1891-96",
21338001,1,21338,Called Archaeological Work from 1917-20,
21338009,1,21338,"no mention from R. P. 1896-1906, and 1914-17",
21338008,1,21338,"named changed to Francis W., R.P. 1951-54, 750",
21338003,1,21338,called Classical Archaeology from 1906-14 and 1923-26,
21338005,1,21338,"called Museum of Archaelogy from R. P. 1929-32, 1932-42, and 1945-51",
21338007,1,21338,called Museum of Classical Archaeology from R. P. 1926-29 and 1932-39,
21338004,1,21338,called Michigan Archaeology and Archaeological Collection from R. P. 1920-23,
21338006,1,21338,called Museum of Art and Archaeology from R. P. 1942-45: divided R. P. 1945-48,
21369001,1,21369,"Res. and Editorial Assistant and Assoc. Ed. of Mi. Law Review, RP volumes 1939-45",
21393002,1,21393,Regent: 1946-1961,
21393001,1,21393,"Extramural Lecturer, RP volumes 1929-42",
21393003,1,21393,"for membership on various committees of the Board, see R.P., 1945-1960",
21507001,1,21507,"Extension Service Lecturer, R. P. volumes 1948-60",
21527001,1,21527,"Lecturer, R.P. volumes 1954-66",
21533001,1,21533,"Lecturer in Public Utility Training Program, R.P. volumes 1957-66",
21582001,1,21582,"Extramural Lecturer, RP volumes 1926-42",
21583001,1,21583,SEE:  Nephritis,
21583002,3,21583,,28935
21599001,1,21599,"Regent from Mar., 1889 to Dec. 31, 1901",
21773001,1,21773,"Regent: Jan., 1852 to Dec. 31, 1857",
21801001,1,21801,Regent: 1940-1947,
21943001,1,21943,first woman to receive master''s degree from University,
22015001,1,22015,"Regent from Jan., 1904 to 1911, resigned",
22041001,1,22041,Regent: 1964-67,
22338001,1,22338,Clinical Instructor in Dentistry,
22656001,1,22656,"Regent: March, 1841, through 1845",
22751001,2,22751,volumes 1881-1917 for fees,
22791001,1,22791,"Extramural Lecturer, R.P. volumes 1926-42",
22840001,1,22840,"Alumni member of Bd. of Govs. of Student Religious Association, RP''s 1939-45",
22842001,1,22842,"Assistant Prof. of Mechanical Eng. and Applied Mechanics, death of, 1981-84, 74",
22844001,3,22844,,26461
22932001,1,22932,SEE ALSO:  under name or location of land,
22932002,4,22932,,22959
22967006,4,22967,,22959
22967001,1,22967,SEE:  Landscape Architecture Department,
22967004,1,22967,"for appropriations to, see R.P., 1910-on",
22967002,1,22967,"called Landscape Design (only) from R.P., 1906-10",
22967003,1,22967,"called Landscape Design Department from R.P., 1910-36",
22967005,1,22967,"name changed to Landscape Architecture Department, 1936-39, 969",
22973002,1,22973,"site purchased in 1911, no R. P. ref",
22973001,1,22973,"cornerstone laid in 1916, and named after Judge Victor H. Lane, no R.P. ref.",
22990001,1,22990,Regent,
23033001,1,23033,no record of establishement of,
23035009,3,23035,,24080
23035010,3,23035,,27648
23035007,3,23035,,7504
23035004,1,23035,SEE:  Romance Languages Department,
19633004,4,19633,Technology Transfer,47044
23035002,1,23035,SEE:  Germanic Languages and Literature,
23035005,1,23035,SEE:  Slavic Languages and Literatures Dept.,
23035008,3,23035,,12169
23035001,1,23035,SEE:  Far Eastern Languages and Literature Dept.,
23035003,1,23035,SEE:  Near Eastern Languages and Literature Dept.,
23035006,1,23035,indexed under Languages from 1837-1914,
23073001,1,23073,"Regent June 20, 1975 to December 18, 1980",
23157001,1,23157,"called Latin (only) from R.P., 1837 to 1876",
23157003,1,23157,"no mention in R.P. volumes: 1876-86, 1896-1910, 1932-36, and 1939-42",
23157002,1,23157,"called Latin Dept. in R.P. volumes: 1886-96, 1901-06, 1910-32, 1936-39, 1942-45",
23159001,4,23159,,23162
23230002,3,23230,,19348
23230003,3,23230,,23234
23230004,3,23230,,23302
23230001,1,23230,"SEE:  Cook Dormitory, John P.",
23230005,3,23230,,23503
23234001,1,23234,"construction of, R. P. volumes 1837-70",
23246001,3,23246,,23494
23294001,1,23294,"Regent from Jan., 1898 to Dec. 31, 1905",
23300001,3,23300,,23302
23470001,1,23470,"Regent of the University, 1838-1840",
23493001,4,23493,,1596
23497001,4,23497,,1596
23518001,3,23518,,27153
23564002,2,23564,volumes 1906-23 for committee appointments on board,
23564001,1,23564,"Regent from Jan., 1908 to Dec., 31. 1923",
23812001,3,23812,,23764
23841001,3,23841,,19626
23859001,1,23859,located on Central Campus,
23867001,1,23867,(formerly Library Science Department),
23868001,1,23868,(located on North Campus),
23869001,3,23869,,27153
24038001,1,24038,"Regent: June, 1968-December, 1968",
24123001,4,24123,,374
24150002,4,24150,,25595
24151001,3,24151,,23494
24156001,1,24156,"ordinance reg. parking, traffic, vehicular noise, and enacted, 1966-69, 1337",
5849001,1,5849,formerly East Medical Building,
24255002,1,24255,SEE ALSO:  Student Loan Funds or under name of individual loan fund,
24255003,1,24255,SEE:  One Hundred Thousand Dollar Loan from State,
24255001,1,24255,"One Hundred Thousand Dollar, from State, R.P. 1837-64",
24285001,1,24285,"Extramural Lecturer, R.P. volumes 1926-36, 1939-42",
56007001,1,56007,formerly Carol J. Scudder,
24530001,1,24530,"Visiting Lecturer in Library Science, RP volumes 1948-66",
24570001,3,24570,,9708
24654001,3,24654,,8010
24700001,1,24700,"Accountant and Lab Assistant, R. P. volumes 1910-23",
24729002,2,24729,volumes 1936-48 for membership on various committees of the board,
24729001,1,24729,Regent: 1938-1945,
24765001,1,24765,SEE:  Michigan Association for Emotionally Disturbed Children,
24793001,1,24793,"Regent, 1876-1883",
25036001,1,25036,"Visiting Lecturer in Management, Math and Stats at UM--Dearborn, 1972-75, 656",
25047001,3,25047,,14016
25061001,1,25061,"Instructor, R. P. volumes 1914-20, 1923-26",
25143001,1,25143,"Regent from Jan., 1878, to Feb. 16, 1880",
25184001,3,25184,,25179
25246001,1,25246,"depository bank for University funds, R. P. volumes 1932-36, 1945-48, 1951-57",
25318001,3,25318,,28770
25340001,3,25340,,15676
25402002,3,25402,,43576
25402001,3,25402,,12034
25625001,1,25625,"Committee of Management for Clements Library, R. P. volumes, 1920-26, 1929-36",
25666001,1,25666,"qualifications, requirements, and program leading to, R. P.''s 1837-64, 1870-76",
25740002,1,25740,"for appropriations to, see R.P., 1864 on",
25740001,1,25740,"called Mathematics (only) from R.P., 1837 to 1864",
25786001,1,25786,Called the Botanical Gardens prior to April 1969,
25789001,1,25789,Regent: 1967-1968,
25948001,1,25948,SEE:  Music Corporation of America,
25978001,1,25978,"participant in courses in Postgraduate Dentistry, R. P. volumes 1936-45",
26183001,4,26183,,8092
26260001,1,26260,Regent: 1870-1877,
26304001,1,26304,Regent: 1960-1964,
26317001,1,26317,"Regent: Jan. 1, 1858 to Dec. 31, 1863",
26317002,1,26317,"for committee appointments on Board, etc., see R.P., 1837-64",
26452001,1,26452,Associate professor of Electrical Engineering and Computer Science,
26540001,1,26540,also uses names Katherine M. of K. Frances,
26581001,1,26581,"called Mechanical Engineering Department from R.P., 1881-1951",
26585001,3,26585,,12112
26589001,3,26589,,42651
26612002,3,26612,,30543
26612001,3,26612,,18831
44543014,1,44543,"Moses Gunn, 1858-59",
44543017,1,44543,"Victor C. Vaughan, 1891-21",
44543012,1,44543,"Frederick G. Novy, 1933-35",
44543018,1,44543,"William N. Hubbard, 1959-70",
44543009,1,44543,"Albert C. Furstenberg, 1935-59",
44543010,1,44543,"Alonzo B Palmer, 1875-79, and 1880-87",
44543008,1,44543,"Abram Sager, 1850-51, 1859-61, 1868-75",
44543016,1,44543,"Silas H. Douglass, 1853-57, and 1863-68",
44543019,1,44543,called President of Department until 1852,
44543011,1,44543,"Corydon L. Ford, 1861-63, 1879-80, 1887-91",
44543013,1,44543,"Hugh Cabot, 1921 to February 1930 (relieved)",
44543020,1,44543,"discontinued from 1930 to 1933, School operated by faculty executive committee",
26719001,1,26719,Assistant Professor of History at Flint,
26719002,1,26719,Associate Professor of History at Flint,
26775001,3,26775,,38600
26777001,3,26777,,15194
26818001,3,26818,,27153
26860001,3,26860,,27153
26937001,3,26937,,32203
26938001,3,26938,,7003
26947001,3,26947,,10011
27024001,3,27024,,26816
27073001,3,27073,,27146
27089001,4,27089,,8062
27092001,3,27092,,12533
27108002,1,27108,no mention in R.P. 1901-06,
27108001,1,27108,"indexed under Women''s League from R.P., 1891-1901, and 1906-20",
27115001,1,27115,"Cooperation with U. in establishing Engin. Research, R.P. volumes 1917-20, 1923-26",
27132001,1,27132,Editor: F. E. Robbins (no R.P. ref.),
27132003,1,27132,formerly Michiqan Alumnus Quarterly Review,
27132002,1,27132,"Editor: S. W. Baker, July, 1964 (no R.P. ref.)",
27132004,1,27132,"renamed in 1961 when Alumni Association ceased to support, (no R.P. ref.)",
27141001,3,27141,,27153
27143001,1,27143,Michiqan State College (formerly),
27143002,1,27143,called Michiqan Agricultural College (formerly),
27146003,1,27146,Michigan Mining School (formerly),
27146001,1,27146,Michigan College of Mines (formerly),
27146002,1,27146,Michigan College of Mining and Technology,
27146004,1,27146,named Michigan Technological University in 1964,
27153011,4,27153,,27161
27153020,4,27153,,27171
27153013,4,27153,,27163
27153003,4,27153,,8207
27153002,1,27153,"SEE ALSO:  Michigan, State of, Institutions",
27153018,4,27153,,27169
27153006,4,27153,,27156
27153005,4,27153,,27155
27153019,4,27153,,27170
27153010,4,27153,,27160
27153008,4,27153,,27158
27153012,4,27153,,27162
27153009,4,27153,,27159
27153014,4,27153,,27165
27153015,4,27153,,27166
27153017,4,27153,,27168
27153004,4,27153,,27154
27153001,1,27153,"SEE ALSO:  Michigan State of, Legislature, Appropriations by",
27153016,4,27153,,27167
27184005,3,27184,,19398
27184004,1,27184,"no mention in R.P. 1923-26, and 1932-36",
27184003,1,27184,indexed under Bacteriology (only) 1910-17,
27184001,1,27184,called Bacteriology Department from R.P. 1917-23,
27184002,1,27184,"included and indexed under Hygienic Laboratory, 1936-42",
27185002,1,27185,"changed to Bacteriology Lab. and Clinical Microbiology Lab. Nov., 1964",
27249001,3,27249,,1277
27277001,1,27277,"Audit formerly done by Peat, Marwick, Mitchell and Company",
27502003,1,27502,called Mineralogy from R.P. 1876-81,
27502001,1,27502,called Mineral Collections from R.P. 1881-85 and 1891-1901,
27502004,1,27502,called Minerals and Mineralogical Cabinet from R.P. 1837-64,
27502005,1,27502,"no mention in R.P. indexes from 1864-70, 1886-91, 1932-36, 1942-45, and 1957-60",
27502002,1,27502,"called Mineralogical Laboratory from R.P. 1901-10 n called Mineralogy Department from R.P. 1910-32, 1936-42, and 1945-57",
27510001,1,27510,called Department of Mining Engineering from 1864 to 1870,
27514001,3,27514,,27510
27533002,4,27533,,28845
27533001,4,27533,,10511
27628001,3,27628,,10511
27647001,1,27647,called Classroom and Office Building (Modern Languages Building) in R.P. 1966-69,
27647002,1,27647,called Undergrad. Classroom Building or Modern Languages Building in R.P. 1963-66,
27648003,1,27648,"divided into Romance and Germanic languages, 1886-91",
27648001,1,27648,"called Modern Languages Department from R.P., 1917-23",
27648004,1,27648,"merged with Romance Languages Department, R.P., 1926-29",
27648005,1,27648,"no mention from R.P., 1864-70, 1876-86, 1891-1910, 1914-17, 1923-26",
27648002,1,27648,"called Modern Languages from R.P., 1837-64, 1870-76, 1910-14, and 1917-20",
27829001,1,27829,"Regent: Jan., 1852 to Dec. 31, 1857",
28148001,3,28148,,1676
28148002,3,28148,,11064
28152001,3,28152,,13400
28215001,1,28215,SEE:  See Magnetic Resonance Imaging,
28348001,3,28348,,40606
28369001,1,28369,"Regent: Jan., 1918 to Dec. 31, 1937",
28423001,1,28423,"Regent, 1837-1839",
28471001,1,28471,SEE ALSO:  Francis W. Kelsey Museum of Ancient and Mediaeval Archaeology,
28471002,1,28471,SEE:  Kelsey Museum of Archaeology,
28472001,1,28472,"Reports on, R. P. volumes 1837-85, 1891-96, 1910-14",
28473001,1,28473,"acquisition of site for new, R. P. volumes 1914-17, 1923-29",
28568001,3,28568,,12154
28630001,1,28630,establishment of:,
28690001,1,28690,"SEE ALSO:  Space Research Laboratory i application to NASA for research lab on N. Campus authorized, 1960-63, 897",
28708003,3,28708,,40586
28708001,3,28708,,9708
28708002,3,28708,,9709
28721003,3,28721,,9709
28721001,1,28721,"However, no information is given as to their establishment",
28721002,1,28721,"NRC for grants (Infra-Red Spectra of Lt Elem) Fel. fund contin., 1929-32, 53",
28754001,1,28754,"called Forestry (only) from R.P., 1896 to 1910",
28754002,1,28754,"called Forestry Department from R.P., 1910 to 1926",
28754003,1,28754,"called School of Forestry and Conservation from R.P., 1926 to 1951",
28754004,1,28754,Degrees,
28770002,1,28770,"indexed under Marine Engineering Department from R.P., 1914-42",
28770001,1,28770,"first appeared as Naval Arch and Marine Engin Dept from R.P., 1942-",
28770003,1,28770,indexed under Marine Engineering or Naval architecture (only) from 1896 to 1914,
28777002,1,28777,"no mention from R.P., 1920-39",
28777001,1,28777,"called Naval Training (only) from R.P., 1917-20",
28787001,3,28787,,40586
28813001,1,28813,Director,
28817001,4,28817,,32551
28823001,1,28823,Regent: 1969-84,
28845003,4,28845,,10511
28845004,4,28845,,38649
28845001,1,28845,SEE ALSO:  Minority groups,
28845002,4,28845,,3699
28866001,1,28866,established 11/30/54 w/ no R.P. ref.,
28890001,3,28890,,28907
28913001,1,28913,"Asst Prof. of Rhetoric, 1926-29 (incorrect page number given in R.P. index)",
28936001,3,28936,,33233
1220006,4,1220,,1239
49213001,3,49213,,40651
28979001,1,28979,"called Diseases of the Mind and Nervous System Department, 1886 to 1917",
28981002,3,28981,,18837
28981001,1,28981,Formerly State Psychopathic Hospital,
29000001,3,29000,,18837
29078003,1,29078,"no mention from R.P., 1926-32",
29078001,1,29078,"indexed under News Service from R.P., 1920-26, 1932-on",
29078002,1,29078,"indexed under News-Letter from R.P., 1896-1910, and 1917-20",
29200001,1,29200,"SEE:  for all Class funds established in the 90''s, see Class of, etc.",
29286001,3,29286,,28631
29289001,3,29289,,12034
29290001,3,29290,,12037
29291001,3,29291,,10511
29293001,3,29293,,29951
29358001,1,29358,and North Campus Center in part of volume 1963-66,
29358002,1,29358,called N. Campus Housing and Student Food Svc project in R.P. volume 1960-63,
29365001,1,29365,commonly called the Incincerator,
29372003,1,29372,"taken over by U. Hospital on Sept. 1, 1962,",
29372002,1,29372,originally called Veterans Readjustment Center,
29372001,1,29372,and named North Outpatient Building (no R.P. ref.),
29385001,1,29385,SEE:  Northern Michigan University,
29386001,1,29386,Michigan Normal School (formerly),
29386002,1,29386,Northern Michigan College (formerly),
29386003,1,29386,Northern Michigan College of Education,
29386004,1,29386,Northern State Teachers College (formerly),
29386005,1,29386,named Northern Michigan University in 1962,
29400001,1,29400,Group I,
29416001,1,29416,Regent: from 1837 to 1838,
29460001,3,29460,,28720
29461001,3,29461,,28776
29462001,1,29462,SEE:  National Science Foundation,
29507001,1,29507,"estab by gift from Parke, Davis and Company (per Accounting Dept.) no RP ref",
29555001,1,29555,"SEE ALSO:  ssistant Professor of Naval Science and Tactics, 1945-48, 299",
29680004,4,29680,,39375
29680002,4,29680,,22908
29680001,1,29680,SEE ALSO:  McMath-Hulbert Observatory Astrophysical Observatory Infrared Tracking Station,
29682001,1,29682,SEE ALSO:  Maternity Ward,
29682007,1,29682,"no mention in RP, 1876 to 1885",
29682003,1,29682,"called Obstetrics (only) from R.P., 1870 to 1876",
29682004,1,29682,"called Obstetrics Department from R.P., 1837 to 1870",
29682005,1,29682,"called Obstetrics and Gynecology Department from R.P., 1917- on",
29682002,1,29682,"called Obstetrical Cases from R.P., 1886 to 1891, and 1896 to 1901",
14860001,4,14860,,6129
6129001,4,6129,,49208
6129002,4,6129,,14860
329001,1,329,"Formerly Al-Hasson, Hana K.A.",
49910001,3,49910,"See Hasson, Hana",329
48228001,4,48228,,49652
29720001,4,29720,,160
29727001,1,29727,or Margaret S. Ogden,
29823001,1,29823,no record in R.P. index of the establishment of this Professorship,
29894001,3,29894,,28775
29899001,3,29899,,32107
29906001,3,29906,,14289
29918005,1,29918,"no mention from R.P., 1886 to 1901",
29918001,1,29918,"called Ophthalmological Ward from R.P., 1901 to 1906",
29918003,1,29918,"called Ophthalmology and Otology (only) from R.P., 1881 to 1885",
29918004,1,29918,"called from R.P., 1910- on",
29918002,1,29918,"called Ophthalmology (only) from R.P., 1870 to 1881, and 1906- to 1910",
29921001,3,29921,,33294
29924001,1,29924,course and granting of certificates in Oral Hyg. inaugurated in 1921 (no R.P. ref.),
29943001,4,29943,,14161
29949001,1,29949,Albert A. Stanley (no R.P. ref.),
29951002,1,29951,too voluminous to record here,
29951001,1,29951,"for listing of memberships in, see bound volumes of Regents'' Proceedings",
29957001,1,29957,"called Semitics Department from R.P., 1906 to 1929",
29958001,1,29958,Instructors and Professors,
29961003,3,29961,,14054
29961001,1,29961,SEE:  Registrar''s Office,
29934001,1,29934,"Contains documentation of resolutions, agreements, etc. that led to Regents Ordinance",
30008002,2,30008,"1906-14",
30008001,1,30008,"Regent: July 3, 1908 to Dec. 31, 1911",
30060001,3,30060,,30065
30063001,3,30063,,25861
30065005,4,30065,,12531
30065001,1,30065,and 1954-60,
30065004,1,30065,"no mention in indexes: R.P., 1917-20",
30065002,1,30065,"indexed under Otolaryngology Dept from RP, 1910-17",
30065003,1,30065,"name changed from Otolaryngology Dept to Otorhinolaryngology Dept, 1960-63, 545",
30086001,3,30086,,31351
30089001,4,30089,,29372
30091003,4,30091,,32179
30091002,4,30091,,8212
30091001,4,30091,,1164
30092001,3,30092,,37604
30130001,1,30130,"appointed Regent in March, 1841",
30198001,1,30198,unable to qualify as Regent,
30279001,3,30279,,14803
30279002,3,30279,,30267
30279003,3,30279,,30274
30287001,1,30287,Regent: 1852-57,
30347001,1,30347,SEE ALSO:  Detroit Panhellenic Association,
30503001,1,30503,Mrs. Walter T. Parker,
30504001,3,30504,,30503
30525001,4,30525,,30528
30574001,1,30574,Regent,
30584001,1,30584,Instructor in Pediatrics and Infectious Diseases (no R.P. reference),
30587001,1,30587,"Regent: Jan. 1, 1858 to Dec. 31, 1863",
30598001,3,30598,,1164
30599001,3,30599,,12858
30600002,3,30600,,8212
30600003,3,30600,,30091
30600001,3,30600,,1164
30620001,3,30620,,15676
30630001,1,30630,SEE ALSO:  Hygienic Laboratory and Hygiene and Public Health Division,
30651008,4,30651,,30650
30651007,3,30651,,30650
30651006,1,30651,no mention from R.P. 1870 to 1881,
30651002,1,30651,called Pathology Department from R.P. 1914- on,
30651005,1,30651,indexed under Pathologist from R.P. 1896 to 1901,
30651004,1,30651,indexed under Pathological Museum from R.P. 1881 to 1885,
30651003,1,30651,called Pathology and Practice of Medicine from R.P. 1864 to 1870,
30699001,1,30699,"Regent: Feb. 4, 1840 to Dec. 31, 1857",
30802001,1,30802,"Superintendent of Public Instruction, 1927-33",
30833001,1,30833,"audit formerly done by Price, Waterhouse and Company",
30865004,3,30865,,7125
30865005,3,30865,,30277
30865003,1,30865,"no mention of Department from R.P., 1926 to 1929",
30865001,1,30865,"called Pediatrics Dept (only) from RP, 1916 to 1920",
30865002,1,30865,"called Pediatrics and Infectious Diseases Department from R.P., 1920 to 1923",
30875001,1,30875,Former last name was Pedraza-Baily,
30944001,1,30944,Stud of Therapeutic Val of Inunctions Cont. Mixed Estrogens from Nat. Sources,
30975005,3,30975,,33370
30975003,3,30975,,12037
30975004,3,30975,,29778
30975002,1,30975,SEE:  Teachers Insurance and Annuity Association,
30975001,1,30975,SEE:  Carnegie Foundation for the Advancement of Teaching,
31058001,3,31058,,31080
31168001,3,31168,,31143
31246002,1,31246,Pfeiffer Research Fellowship fund,
31246001,1,31246,Gustavus A. Pfeiffer Memorial Research Fellowship-Zografi fund,
31251005,1,31251,"no mention from R.P., 1896-1906",
31251001,1,31251,"also indexed under Therapeutics, R.P., 1870-76",
31251004,1,31251,called Pharmacology Department R.P. 1939-42 on,
31251003,1,31251,"called Materia Medica Department from R.P., 1920-23",
31251002,1,31251,"called Materia Medica (only) from R.P., 1837-96 and 1906-14",
31253001,4,31253,,31251
31260005,3,31260,,31253
31260006,3,31260,,31258
31260004,1,31260,"no mention from 1886-1891, or 1896-1901",
31260002,1,31260,called Pharmacy Department from 1910-1914,
31260001,1,31260,called College of Pharmacy from R.P. 1914-17 on,
31260003,1,31260,"called the School of Pharmacy from 1876-1886, 1891-1896, and 1901-1910",
31281001,1,31281,SEE ALSO:  Phi Gamma Delta Foundation fund,
31281002,4,31281,,31258
31282001,3,31282,,37190
31335003,1,31335,"no mention from R.P., 1876-1901",
31335002,1,31335,"called Philosophy (only) from R.P., 1864-76",
31335001,1,31335,"called Moral and Mental Philosophy, or Moral Science from R.P., 1837-64",
31346001,1,31346,Clinical Photography,
31346003,1,31346,a sub-section of Roentgenoloqy until 1932 and all hydrotherapeutic and,
31346002,1,31346,"Physical Therapy, which in 1937 was transferred to the Surgery Department",
31346004,1,31346,electrotherapeutic activities were united to constitute a subdepartment of,
31351007,1,31351,SEE ALSO:  Physical Education for Women Dept.,
31351010,4,31351,,31354
31351008,4,31351,,3977
31351001,1,31351,"SEE ALSO:  Gymnasiums, Waterman Gymnasium, Ferry Field",
31351002,1,31351,"called Outdoor Physical Education from R.P., 1910 to 1917",
31351003,1,31351,"called Physical Education Department from R.P., 1917 to 1932",
31351005,1,31351,"indexed under Physical Education Requirements in R.P., 1932 to 1936",
31351004,1,31351,"indexed under Board in Control of Physical Education from R.P., 1932 to 1939",
31354001,1,31354,"SEE ALSO:  Gymnasiums, Waterman Gymnasium, Ferry Field",
31354002,4,31354,,3977
31355003,4,31355,,30268
31355002,4,31355,,2240
31355001,1,31355,SEE ALSO:  Physical Education and Athletics Dept.,
31369003,3,31369,,42488
31369002,3,31369,,31367
31369001,1,31369,"SEE:  Randall Laboratory of Physics, Harrison M.",
31370005,3,31370,,42488
31370004,3,31370,,31371
31370003,3,31370,,31367
31370002,1,31370,"SEE:  Randall Laboratory of Physics, Harrison M.",
31370001,1,31370,Physics first taught in 1843 under name of Natural Philosophy,
31374001,3,31374,,3566
31376005,4,31376,,31375
31376004,1,31376,"no mention from R.P., 1864 to 1870",
31376003,1,31376,"for appropriations to, see R.P., 1837-on",
31376001,1,31376,"called Physiology (only) from R.P., 1837 to 1864",
31376002,1,31376,"called Physiology Department from R.P., 1881 to 1885",
31401001,1,31401,SEE:  also Motion Pictures,
31470002,1,31470,term expired 1852,
31470001,1,31470,"Regent: Nov., 1850",
31481001,1,31481,for the Psychology Department Graduate Reading Room fund,
31522001,1,31522,SEE:  Public Interest Research Group in Michigan,
31533001,1,31533,"Regent: March 21, 1837 through 1852",
31561001,3,31561,,32995
31562002,3,31562,,1160
31562001,1,31562,name of Bur.of Appts. and Occ.Info.changed Sept. 26 1968 to (no R.P. ref.),
31572001,1,31572,SEE ALSO:  Buildings or Building Expansion Program,
31572004,1,31572,called Plant Department in RP 1945-48,
31572002,1,31572,called Buildings and Grounds Department in RP 1910-45,
31572003,1,31572,called Buildings or Grounds or Buildings and Grounds in RP 1837-1910,
31600001,1,31600,title (Play Production) used 1915-1960,
31600002,1,31600,"title unofficially changed to University Players, 1960, (no R.P. ref.)",
31670002,3,31670,,13987
31670001,3,31670,,10523
31685002,1,31685,no mention of Political Science from RP 1886-1906,
31685001,1,31685,called School of Political Science from RP 1881-85,
31690001,1,31690,SEE:  Political Office and Political Speeches,
31736001,1,31736,SEE:  School of Technology,
31766001,1,31766,"called Pontiac Association of U of M Women in volume of R.P., 1936-39",
31770001,1,31770,SEE:  Mann Swimming Pool Matt),
31875001,4,31875,,31873
31946002,1,31946,"named, 1966-69, 1577",
31946001,1,31946,"called University theater in R.P. volumes 1963-66, 1966-69",
31949001,3,31949,,17508
31952001,1,31952,Regent: 1956-66,
32042002,4,32042,,32050
32042003,4,32042,,32051
32042001,1,32042,SEE ALSO:  Presidents'' salary,
32043001,3,32043,,40586
32062002,3,32062,,35947
32068001,1,32068,established in 1964 (no R.P. ref.),
32079001,1,32079,called University Publications RP between 1891 and 1929,
32136001,3,32136,,32121
32169001,4,32169,,32171
32171001,4,32171,,32170
32203002,1,32203,no mention in R.P. 1929-32,
32203001,1,32203,called Engineering Shops from R.P. 1881-1929,
32209002,3,32209,,32179
32209001,3,32209,,8212
32223004,4,32223,,28630
32223003,1,32223,SEE:  under individual names,
32223001,4,32223,,7922
32223002,4,32223,,10533
32237001,1,32237,no record in Proceedings of the establishment of,
32242002,2,32242,"1945-48, 1534",
32242003,2,32242,"1948-51, 1594",
32242004,2,32242,"1951-54, 1518",
32242005,2,32242,"1954-57, 1759",
32242006,3,32242,,37699
32242001,1,32242,Research Projects formerly,
32248001,4,32248,,12034
32250003,4,32250,,22932
32250007,4,32250,,32955
32250004,4,32250,,32251
32250006,4,32250,,32254
32250005,4,32250,,32252
32250001,1,32250,SEE ALSO:  Condemnation Real Estate,
32250002,1,32250,SEE ALSO:  under name of property or street,
32302001,1,32302,called Diseases of the Mind and Nervous System Department 1886 to 1917,
32306001,4,32306,,32308
32307001,4,32307,,19152
32313002,3,32313,,28981
32326001,4,32326,,32371
32334003,1,32334,SEE ALSO:  Pub. and Soc. Admin. Fees,
32334001,1,32334,SEE ALSO:  Pub. and Soc. Admin. Bylaws,
32334002,1,32334,SEE ALSO:  Pub. and Soc. Admin. Degrees,
32362001,2,32362,"1945-48, 1536",
32362002,2,32362,"1948-51, 1596",
32362003,2,32362,"1957-60, 1450",
32367001,3,32367,,3595
32368003,1,32368,indexed under Hygiene (only) in R.P. 1837-1864,
32368005,1,32368,no mention in R.P. 1864-1885 or 1906-1910 or 1917-1920,
32368001,1,32368,called Division of Hygiene and Public Health in R.P. 1926-39,
32368004,1,32368,indexed under Hygiene or Hegiene Dept. R.P. 1886-1906 and 1910-1917,
32368002,1,32368,called Hygiene and Public Health Dept. or Public Health Dept. R.P. 1920-26,
32371001,4,32371,,32326
32375001,1,32375,formerly Public Administration (Institute of),
32377002,1,32377,"all Standing Committees abolished, 1963-66, 256",
32377001,1,32377,"A Standing Committee of the Regents created R.P., 1932-36, 329",
32383001,1,32383,"established December 1, 1960 (no R.P. ref.)",
32387001,1,32387,formerly under supervision of U of M Press,
32388001,4,32388,,32076
32389001,3,32389,,29078
33370004,4,33370,,12037
34056002,3,34056,,34061
37621008,4,37621,,37620
32421001,1,32421,indexed under Purchasing Agent in R.P. 1876-1906,
32517001,3,32517,,33870
32588001,1,32588,called Graduate School between R.P. 1901 and 1932,
32588002,1,32588,except called Graduate Department between R.P. 1910 and 1914,
32595001,4,32595,,32563
32595002,4,32595,,32564
32596002,4,32596,,32565
32596001,4,32596,,32564
32623001,1,32623,SEE ALSO:  under call letters,
32623002,4,32623,,4864
32626002,1,32626,called Roentgenology from RP 1910 to 1914,
32626004,1,32626,indexed under X-ray Lab. in RP from 1901 to 1910,
32626001,1,32626,called Roentgenology Department from RP 1914 to 1951,
32626003,1,32626,indexed under Electrotherapeutics in vol. of RP from 1876 to 1901,
32746001,1,32746,called Physics Building or Physics Laboratory from RP 1920-23,
32789001,1,32789,Regent: Jan. 1850,
32789002,1,32789,term expired 1852,
32928001,3,32928,,32620
32936001,3,32936,,13636
32982001,3,32982,,7513
33008002,1,33008,term expired 1852,
33008001,1,33008,Regent: March 1844,
33023001,3,33023,,38600
33077001,3,33077,,15647
33083001,3,33083,,12858
46796009,4,46796,,33103
46796002,4,46796,,33089
46796004,4,46796,,33096
46796006,4,46796,,33100
46796008,4,46796,,33102
46796003,4,46796,,33095
46796007,4,46796,,33101
46796005,4,46796,,33097
46796011,4,46796,,33105
46796010,4,46796,,33104
46796001,1,46796,SEE ALSO:  Regents Communications to Board,
33095114,1,33095,Lewis Cass 1843,
33095049,1,33095,Elisha Ely 1852,
33095033,1,33095,David Laro 1975,
40651003,4,40651,Separate entry for East Medical Campus,47110
44869001,4,44869,,37708
33095035,1,33095,Deane Baker 1972,
33095112,1,33095,Levi Bishop 1858,
33095008,1,33095,Arthur Hill 1901,
33095117,1,33095,Lucius Lyon 1837,
